"iso","alert__year","alert__week","burned_area__ha"
"CIV",2012,11,10381.069059949405319
"CIV",2012,12,1921.03311325551167
"CIV",2012,13,675.19044975906129
"CIV",2013,10,1769.64433004748847
"CIV",2013,11,1256.76407251505377
"CIV",2013,12,2568.139368947979754
"CIV",2013,13,650.1147186941837
"CIV",2014,10,3582.31935821074587
"CIV",2014,11,1097.04992844349133
"CIV",2014,12,1609.54379591126094
"CIV",2014,13,2547.88973524777491
"CIV",2015,11,2499.3644089998008
"CIV",2015,12,1526.51665870954357
"CIV",2015,13,1767.88832447029428
"CIV",2015,14,6440.480181834977828
"CIV",2016,10,1650.26673855527050
"CIV",2016,11,1027.414863147495141
"CIV",2016,12,2131.24864921753264
"CIV",2016,13,904.57250515435832
"CIV",2017,10,2111.692616571840735
"CIV",2017,11,447.13677248159115
"CIV",2017,12,883.22473913341749
"CIV",2017,13,189.755927041168867
"CIV",2018,10,741.82461445920984
"CIV",2018,11,620.352287003867401
"CIV",2018,12,256.335551824218746
"CIV",2018,13,229.20169526782104
"CIV",2019,10,9756.30728749702707
"CIV",2019,11,3689.420312514379474
"CIV",2019,12,1365.2590828026541
"CIV",2019,13,648.498361169092143
"CIV",2020,11,1244.84107000190868
"CIV",2020,12,324.74826541932197
"CIV",2020,14,500.9095684722535
"CIV",2021,10,1607.14224895926624
"CIV",2021,11,244.536370961172871
"CIV",2021,12,2239.478148108949285
"CIV",2021,13,744.66474268547753
"CMR",2012,10,34546.462203794082563
"CMR",2012,11,27792.42640513919604
"CMR",2012,12,21180.073416726300296
"CMR",2012,13,15141.83205265940154
"CMR",2013,10,31241.627981787365311
"CMR",2013,11,24224.882619996910980
"CMR",2013,12,15167.621916898634771
"CMR",2013,13,11522.13496212991952
"CMR",2014,10,47004.275938963452062
"CMR",2014,11,30891.60980457487464
"CMR",2014,12,19686.839699619757427
"CMR",2014,13,6099.62658221256264
"CMR",2015,11,11860.142409013535348
"CMR",2015,12,5515.001916096903817
"CMR",2015,13,11201.407948904534465
"CMR",2015,14,19732.220383200577024
"CMR",2016,10,9858.687092339356279
"CMR",2016,11,6015.206952383985738
"CMR",2016,12,4729.206675522535054
"CMR",2016,13,8591.62441508148445
"CMR",2017,10,31796.627763244986156
"CMR",2017,11,24489.546615342122508
"CMR",2017,12,12346.746481105439674
"CMR",2017,13,6989.960562488661691
"CMR",2018,10,30305.06806901206531
"CMR",2018,11,13588.80628213993976
"CMR",2018,12,12043.14785500604632
"CMR",2018,13,13055.92505957233927
"CMR",2019,10,23819.941340170309032
"CMR",2019,11,22570.454543845582902
"CMR",2019,12,11617.74957956195741
"CMR",2019,13,17745.57406229199892
"CMR",2020,11,34949.22805847674977
"CMR",2020,12,21618.508588773860592
"CMR",2020,13,12310.14676770960299
"CMR",2020,14,9742.756877654801486
"CMR",2021,10,37248.152309346051566
"CMR",2021,11,30724.363738513802393
"CMR",2021,12,28176.98143546308178
"CMR",2021,13,3606.490166590938410
"COD",2012,10,183917.276749284730405
"COD",2012,11,171287.951980485458232
"COD",2012,12,122733.106025329277130
"COD",2012,13,144124.162860006507762
"COD",2013,10,138639.656907607483058
"COD",2013,11,48064.783465120796629
"COD",2013,12,49682.854375152711948
"COD",2013,13,52315.38645467303144
"COD",2014,10,42516.876369545725215
"COD",2014,11,65095.15413993413921
"COD",2014,12,84004.533034504994760
"COD",2014,13,43321.881227260501556
"COD",2015,11,101652.068536132660687
"COD",2015,12,153248.816405117187344
"COD",2015,13,87096.537317289649051
"COD",2015,14,131262.189180235915632
"COD",2016,10,34085.318715591850294
"COD",2016,11,36646.63157622182721
"COD",2016,12,46816.470029210790404
"COD",2016,13,41422.727713280632438
"COD",2017,10,160401.648611621254164
"COD",2017,11,130485.547014870717859
"COD",2017,12,91935.021608497292671
"COD",2017,13,134575.605940783208736
"COD",2018,10,799071.562049525046103
"COD",2018,11,259386.718278229400813
"COD",2018,12,69623.604564781874091
"COD",2018,13,32027.655677541009423
"COD",2019,10,224633.43704916585454
"COD",2019,11,185847.509561102473815
"COD",2019,12,220721.065405468054934
"COD",2019,13,189791.073354207784388
"COD",2020,11,131818.500165741836265
"COD",2020,12,55379.917933189572344
"COD",2020,13,99655.027324202699286
"COD",2020,14,111429.918936947680159
"COD",2021,10,293624.078988849948989
"COD",2021,11,127553.14131094061264
"COD",2021,12,58468.280384891313478
"COD",2021,13,32512.786768775624312
"COG",2012,10,66027.896903668584916
"COG",2012,11,56168.241620015138272
"COG",2012,12,31206.620875213537574
"COG",2012,13,31528.49658011228199
"COG",2013,10,54436.57356334596746
"COG",2013,11,39325.740331389875776
"COG",2013,12,36622.151829350952004
"COG",2013,13,48282.03561503773131
"COG",2014,10,56183.649664377577309
"COG",2014,11,120722.64138500926480
"COG",2014,12,72356.029393157181068
"COG",2014,13,39062.375629747197945
"COG",2015,11,40045.808192362473271
"COG",2015,12,48654.786382485649033
"COG",2015,13,66997.629696843685170
"COG",2015,14,80233.657298450451433
"COG",2016,10,23856.213403346812743
"COG",2016,11,27966.349614336295816
"COG",2016,12,35657.236198813693773
"COG",2016,13,26425.640561286777101
"COG",2017,10,90373.053207885435290
"COG",2017,11,58830.640239157443832
"COG",2017,12,61798.109265784412145
"COG",2017,13,98208.630321655744734
"COG",2018,10,288050.293876584364359
"COG",2018,11,66329.932558847528642
"COG",2018,12,32617.03715772025742
"COG",2018,13,31923.158223899372728
"COG",2019,10,141800.182705225841427
"COG",2019,11,178655.435729598825165
"COG",2019,12,190359.589515992658714
"COG",2019,13,113652.507677817189709
"COG",2020,11,90420.781497985195598
"COG",2020,12,58441.43635191333714
"COG",2020,13,78443.398655849845956
"COG",2020,14,47677.488129934927347
"COG",2021,10,20839.145538573341742
"COG",2021,11,19634.414960149381275
"COG",2021,12,24471.005253913627532
"COG",2021,13,9735.78873650027020
"COL",2012,10,109928.827810760724201
"COL",2012,11,15283.960231548729578
"COL",2012,12,3274.024319774932624
"COL",2012,13,909.28933091563366
"COL",2013,10,42145.553845414748640
"COL",2013,11,17832.154423987229478
"COL",2013,12,34596.198226340238960
"COL",2013,13,11443.573654580254517
"COL",2014,10,143294.75704758948234
"COL",2014,11,143617.556117545974782
"COL",2014,12,90386.078258714478590
"COL",2014,13,62069.538206346661086
"COL",2015,11,226698.742962164666521
"COL",2015,12,130197.365959249861076
"COL",2015,13,35291.247598161895352
"COL",2015,14,9182.051565192230046
"COL",2016,10,196401.377978579221013
"COL",2016,11,70387.732218265540827
"COL",2016,12,37225.574753315073108
"COL",2016,13,16400.641207531331662
"COL",2017,10,35383.274338332714168
"COL",2017,11,29951.085613630765664
"COL",2017,12,10786.810761386708834
"COL",2017,13,13942.22165440499412
"COL",2018,10,129647.051016075588430
"COL",2018,11,114710.278777682730949
"COL",2018,12,59861.543256881369790
"COL",2018,13,22604.093794144957624
"COL",2019,10,94539.156865630141182
"COL",2019,11,87261.024469438951058
"COL",2019,12,101919.190383005045680
"COL",2019,13,45380.632167859131563
"COL",2020,11,172672.707172865753933
"COL",2020,12,196407.423755246140216
"COL",2020,13,184774.754058068626259
"COL",2020,14,93379.798270295516443
"COL",2021,10,24634.834988283490716
"COL",2021,11,15917.229412730862585
"COL",2021,12,9725.196723868024713
"COL",2021,13,992.003854510391633
"CRI",2012,10,4764.028128183956551
"CRI",2012,11,8077.040941880843096
"CRI",2012,12,4235.854210139874775
"CRI",2012,13,457.18688603936147
"CRI",2013,10,6065.759617469150997
"CRI",2013,11,2931.298500712124427
"CRI",2013,12,1439.895853728948266
"CRI",2013,13,5635.960171589969480
"CRI",2014,10,820.150057756282758
"CRI",2014,11,3105.527055918317478
"CRI",2014,12,3643.2347749428145
"CRI",2014,13,2447.250788587599605
"CRI",2015,11,3423.22140872777590
"CRI",2015,12,2395.052246884012682
"CRI",2015,13,4761.405616733655607
"CRI",2015,14,4506.311071105889267
"CRI",2016,10,511.259621151888486
"CRI",2016,11,874.685627194293633
"CRI",2016,12,1734.66762708291219
"CRI",2016,13,4556.717253005236546
"CRI",2017,10,3361.860153428952042
"CRI",2017,11,2515.46099374803825
"CRI",2017,12,2126.351800902540354
"CRI",2017,13,2971.648094994370625
"CRI",2018,10,2340.25013215870872
"CRI",2018,11,4197.359267192375656
"CRI",2018,12,4963.12694390711078
"CRI",2018,13,4357.9250228808665
"CRI",2019,10,5299.019683932557568
"CRI",2019,11,5893.682081784313117
"CRI",2019,12,4815.226366382618618
"CRI",2019,13,6025.053863425697251
"CRI",2020,11,3940.844264982569866
"CRI",2020,12,5593.921603625094074
"CRI",2020,13,4962.140354373990217
"CRI",2020,14,2434.444379381879893
"CRI",2021,10,1277.223380754563576
"CRI",2021,11,1129.551903780988717
"CRI",2021,12,2110.43505074232122
"CRI",2021,13,1479.237878383536647
"CUB",2012,10,15088.265985163321656
"CUB",2012,11,16596.496362101480606
"CUB",2012,12,21282.458415141867929
"CUB",2012,13,12107.084127078498901
"CUB",2013,10,27000.851689753172777
"CUB",2013,11,18122.087833592032452
"CUB",2013,12,16564.981790766378026
"CUB",2013,13,10169.579909254663176
"CUB",2014,10,12683.551781219772378
"CUB",2014,11,11373.900828753902857
"CUB",2014,12,8950.228068019677705
"CUB",2014,13,7842.530733169655595
"CUB",2015,11,25780.07423743430624
"CUB",2015,12,16692.759232242527997
"CUB",2015,13,23053.733604834582035
"CUB",2015,14,16503.251696929019207
"CUB",2016,10,7113.702121497040547
"CUB",2016,11,4608.664369385070176
"CUB",2016,12,2275.4149837312407
"CUB",2016,13,8214.23248822015716
"CUB",2017,10,10378.47617882047387
"CUB",2017,11,9979.72340004103319
"CUB",2017,12,20232.747696882280473
"CUB",2017,13,20509.484257155724918
"CUB",2018,10,5683.871456873144226
"CUB",2018,11,7095.108949960698451
"CUB",2018,12,11744.511636434510557
"CUB",2018,13,5007.641093818077225
"CUB",2019,10,3038.410423385436906
"CUB",2019,11,4663.309104951209705
"CUB",2019,12,3921.54014310095665
"CUB",2019,13,4790.89610401780246
"CUB",2020,11,21461.628982112899783
"CUB",2020,12,42345.271606477937959
"CUB",2020,13,35741.163779683197313
"CUB",2020,14,31632.561334714188664
"CUB",2021,10,10673.202102274977192
"CUB",2021,11,6806.944238240882773
"CUB",2021,12,11058.84261993246645
"CUB",2021,13,3634.632753608923994
"CZE",2012,11,17.735150420420457
"CZE",2014,11,176.3214935258173
"CZE",2021,12,108.45150294657978
"DEU",2012,11,70.625414404093822
"DEU",2014,10,451.430606556198970
"DEU",2017,10,26.725301155851227
"DEU",2017,11,71.2825748439451
"DOM",2012,10,2047.51838399230241
"DOM",2012,11,1644.9442106548016
"DOM",2012,12,25.89281698638751
"DOM",2012,13,259.772301133415
"DOM",2013,10,3189.88107662479343
"DOM",2013,11,2241.851320235596898
"DOM",2013,12,2202.7168558063772
"DOM",2013,13,492.28535288723543
"DOM",2014,10,1660.32414763540924
"DOM",2014,11,1012.014593233644714
"DOM",2014,12,1712.147706323015602
"DOM",2014,13,674.412462055899994
"DOM",2015,11,2046.779612427120855
"DOM",2015,12,1826.87698667255706
"DOM",2015,13,492.281322027482715
"DOM",2015,14,556.91796441710905
"DOM",2016,10,25.950765275378266
"DOM",2016,11,64.816604694183254
"DOM",2016,12,77.728348265965415
"DOM",2016,13,38.97372580564929
"DOM",2017,10,220.60143841957575
"DOM",2017,12,25.96580880317848
"DOM",2017,13,51.93407522426763
"DOM",2018,10,1931.96834332141
"DOM",2018,11,829.7050633694269
"DOM",2018,12,505.059003219698
"DOM",2018,13,142.46818836334518
"DOM",2019,10,1852.859042345786413
"DOM",2019,11,1088.684222702698406
"DOM",2019,12,621.54962240704437
"DOM",2019,13,129.44794058866973
"DOM",2020,12,25.8600937214203
"DOM",2020,13,77.96064330690149
"DOM",2020,14,181.7003755974646
"DOM",2021,10,259.76386423749073
"DOM",2021,11,389.224649002028682
"DOM",2021,12,374.067889015216475
"DOM",2021,13,155.177122449582545
"ECU",2014,13,13.665515449149577
"ECU",2018,11,27.336711545304674
"ECU",2018,12,68.327272493170245
"ECU",2018,13,27.3309804361296
"ECU",2019,12,191.345704480495127
"ERI",2012,10,105.91126297809824
"ERI",2012,11,1442.9974557458988
"ERI",2013,10,316.54746430440355
"ERI",2013,11,583.2985279852942
"ERI",2013,12,675.628108582875287
"ERI",2013,13,171.715821471754399
"ERI",2014,10,410.2190151037825
"ERI",2014,12,13.215616838768748
"ERI",2014,13,3233.9965400975616
"ERI",2015,12,79.3919058873464
"ERI",2015,13,2449.635361019278
"ERI",2015,14,317.83463533386407
"ERI",2016,10,1007.1096647855344
"ERI",2017,12,26.380192752393178
"ERI",2017,13,622.6894098463974
"ERI",2018,10,675.5101684982171
"ERI",2018,13,172.3066559879741
"ERI",2019,10,119.20867001464894
"ERI",2019,12,2873.718949669512
"ERI",2019,13,1375.6540201256594
"ERI",2020,11,5703.784041395761
"ERI",2020,12,4326.514476980658
"ERI",2020,13,677.0207959386762
"ERI",2020,14,5528.392767988939773
"ERI",2021,10,649.2506448885391
"ERI",2021,11,1363.8639465317503
"ERI",2021,12,1018.5506761477468
"ESP",2012,10,5057.627571318162117
"ESP",2012,11,2502.50644359749418
"ESP",2012,12,2409.156074628034330
"ESP",2012,13,5430.137414018145349
"ESP",2014,10,4135.575413975908595
"ESP",2014,11,3192.859963782985614
"ESP",2014,12,265.498907669514360
"ESP",2014,13,4255.889168246258912
"ESP",2015,11,797.452191648243723
"ESP",2015,12,122.469669733966734
"ESP",2015,13,306.16727944624958
"ESP",2015,14,416.018308857441756
"ESP",2016,10,2541.79682032106323
"ESP",2017,10,589.874675765895415
"ESP",2017,11,636.867007205305050
"ESP",2017,12,141.909742601785844
"ESP",2017,13,376.083373897690551
"ESP",2019,10,1763.763134108287813
"ESP",2019,11,945.040793274331981
"ESP",2019,12,271.657523190233161
"ESP",2019,13,904.88668394271354
"ESP",2020,11,50.100726169967455
"ESP",2021,10,1558.410529169772215
"ESP",2021,11,1917.768622079009977
"ESP",2021,12,428.412988664148173
"ESP",2021,13,756.168068011844592
"EST",2015,11,226.922504371764218
"ETH",2012,10,267587.712429737798019
"ETH",2012,11,225787.61790593372012
"ETH",2012,12,94629.70274107961326
"ETH",2012,13,107395.49579263424715
"ETH",2013,10,203071.120481338790762
"ETH",2013,11,160665.079208520146
"ETH",2013,12,137237.57366404066365
"ETH",2013,13,125381.9274933925079
"ETH",2014,10,132250.17424650412409
"ETH",2014,11,140427.61904070491829
"ETH",2014,12,234718.7537373365789
"ETH",2014,13,196347.36911785612316
"ETH",2015,11,243777.959669136756646
"ETH",2015,12,68493.215281638118686
"ETH",2015,13,92093.32518577078153
"ETH",2015,14,69805.150990780310594
"ETH",2016,10,173713.41922912127118
"ETH",2016,11,76280.0511536797993
"ETH",2016,12,69078.364751666177892
"ETH",2016,13,75464.25842615695338
"ETH",2017,10,89413.70139909851274
"ETH",2017,11,50538.19152881127382
"ETH",2017,12,101130.30795678808091
"ETH",2017,13,37401.02151579900815
"ETH",2018,10,293553.6380827249221
"ETH",2018,11,103465.965462595693868
"ETH",2018,12,60288.273217598910742
"ETH",2018,13,36603.41197375342350
"ETH",2019,10,251447.660866953183687
"ETH",2019,11,125932.12007772694753
"ETH",2019,12,119690.00594758006706
"ETH",2019,13,75176.61418867925167
"ETH",2020,11,211177.13058853614736
"ETH",2020,12,78922.87180657393493
"ETH",2020,13,107611.9771639036578
"ETH",2020,14,111787.7054303825727
"ETH",2021,10,300391.841717327487262
"ETH",2021,11,119212.76929382687854
"ETH",2021,12,142547.906514096455875
"ETH",2021,13,28358.267079498406907
"FIN",2014,13,40.408681217225826
"FIN",2015,14,192.1167237064292
"FIN",2016,13,1246.019259474931786
"FRA",2012,10,1627.01819129865894
"FRA",2012,11,663.64282680915194
"FRA",2012,12,110.522077289135675
"FRA",2012,13,70.34080814058510
"FRA",2014,10,5827.40402347236853
"FRA",2014,11,6261.57459488089409
"FRA",2014,12,229.672718684797584
"FRA",2014,13,158.244825065575379
"FRA",2015,11,498.735028144521485
"FRA",2015,12,40.55625927618636
"FRA",2015,13,60.140852288268275
"FRA",2015,14,360.17071974226677
"FRA",2016,10,110.45375509215353
"FRA",2016,11,278.25227620649794
"FRA",2016,12,411.77302187490989
"FRA",2016,13,60.26557878967526
"FRA",2017,10,355.035237483046175
"FRA",2017,11,315.528391456059103
"FRA",2017,12,612.121212359787832
"FRA",2017,13,1259.813170944652105
"FRA",2019,10,501.305332453316843
"FRA",2019,11,170.70670267174753
"FRA",2019,12,874.65354953268359
"FRA",2019,13,60.347379536155474
"FRA",2020,11,195.976364735910024
"FRA",2020,12,157.436797085700195
"FRA",2020,13,435.133735026279253
"FRA",2021,10,130.52653722192742
"FRA",2021,11,99.81436922856111
"FRA",2021,12,1051.304889270792278
"FRA",2021,13,651.32015272126607
"GAB",2012,10,6174.88922609441652
"GAB",2012,11,7854.804450597581559
"GAB",2012,12,2609.84445192583783
"GAB",2012,13,3033.664898002865316
"GAB",2013,10,2404.864582265302444
"GAB",2013,11,450.89374519174768
"GAB",2013,12,1311.72866008316592
"GAB",2013,13,4700.879102447937246
"GAB",2014,10,1434.57186943113582
"GAB",2014,11,8130.704186622197693
"GAB",2014,12,4180.71659192785967
"GAB",2014,13,2514.25548008440523
"GAB",2015,11,901.77693380799243
"GAB",2015,12,1065.76666999993751
"GAB",2015,13,3662.141307514184694
"GAB",2015,14,2500.697725199207225
"GAB",2016,10,218.607427852753605
"GAB",2016,11,491.96921714825438
"GAB",2016,12,1407.4709583501569
"GAB",2016,13,806.0331193120749
"GAB",2017,10,6380.96272011246793
"GAB",2017,11,8813.50165372578477
"GAB",2017,12,12762.91993903696117
"GAB",2017,13,9182.82292430179160
"GAB",2018,10,915.257946442882404
"GAB",2018,11,368.82507957426205
"GAB",2018,12,218.507221562191279
"GAB",2018,13,519.146053647049798
"GAB",2019,10,3197.3257885748766
"GAB",2019,11,4564.080156489263316
"GAB",2019,12,10124.7111847019046
"GAB",2019,13,9194.964568399722553
"GAB",2020,11,4317.8280791608611
"GAB",2020,12,5984.8478790132717
"GAB",2020,13,4850.669858729820887
"GAB",2020,14,1626.09700583801961
"GAB",2021,10,245.84918476709648
"GAB",2021,11,232.21704894573695
"GAB",2021,12,1680.532485244181578
"GAB",2021,13,819.92143303016538
"GBR",2012,10,668.398067156977044
"GBR",2012,11,2202.135680638619720
"GBR",2012,12,2366.935976135217181
"GBR",2012,13,348.647222490269955
"GBR",2015,11,100.34978963996121
"GBR",2015,12,127.739971973523015
"GBR",2015,14,80.236515585340977
"GBR",2019,12,65.720686127200207
"GBR",2019,13,118.514812091005658
"GBR",2020,12,497.680740457366261
"GBR",2020,13,1026.104203741822834
"GBR",2020,14,44.38525360619388
"GEO",2012,10,544.36309147835966
"GEO",2012,11,20.736287932857692
"GEO",2012,13,20.25841480331043
"GEO",2013,12,10.304275941937261
"GEO",2013,13,92.71031971062321
"GEO",2014,10,144.20248889339385
"GEO",2014,11,103.27125044888237
"GEO",2014,12,319.7754140846842
"GEO",2019,10,1803.236915307083285
"GEO",2020,11,343.85123141091606
"GEO",2020,12,20.3201431804348
"GHA",2012,10,16927.42400468971059
"GHA",2012,11,12144.755438531359229
"GHA",2012,12,972.57293870923503
"GHA",2012,13,256.085714987167948
"GHA",2013,10,10319.31975479742389
"GHA",2013,11,5814.75296211955689
"GHA",2013,12,3982.936859496784677
"GHA",2013,13,783.450746970862044
"GHA",2014,10,13239.813290356736036
"GHA",2014,11,5087.52505949536889
"GHA",2014,12,4285.51564875197046
"GHA",2014,13,1673.391915181812277
"GHA",2015,11,3965.53982065515230
"GHA",2015,12,1852.37587817359656
"GHA",2015,13,161.84394931826353
"GHA",2015,14,904.20310688515982
"GHA",2016,10,3100.600527798752
"GHA",2016,11,984.2709533186414
"GHA",2016,12,1077.920731153315
"GHA",2016,13,162.21017065906668
"GHA",2017,10,11324.66981912701188
"GHA",2017,11,6573.030160334292927
"GHA",2017,12,930.7882580864683
"GHA",2017,13,419.02995851701428
"GHA",2018,10,5023.02451815533493
"GHA",2018,11,1205.5465771904042
"GHA",2018,12,3949.304413828847907
"GHA",2018,13,1351.695712653952056
"GHA",2019,10,13247.92258625093558
"GHA",2019,11,8055.570606017477222
"GHA",2019,12,2172.637666695307116
"GHA",2019,13,2845.394712685543
"GHA",2020,11,6973.396255600912655
"GHA",2020,12,7320.299338940179991
"GHA",2020,13,4425.575925174155481
"GHA",2020,14,1672.7973317021459
"GHA",2021,10,1228.50802551849250
"GHA",2021,11,3264.18336134541911
"GHA",2021,12,6594.193724061394411
"GHA",2021,13,6148.97459758085794
"GIN",2012,10,156291.992798324085407
"GIN",2012,11,101085.004806127079846
"GIN",2012,12,28256.271559483004
"GIN",2012,13,30054.061482188242984
"GIN",2013,10,79352.87046385937891
"GIN",2013,11,49781.610028944901604
"GIN",2013,12,53856.32964410008649
"GIN",2013,13,62269.954806093495648
"GIN",2014,10,82896.03470674428179
"GIN",2014,11,108127.48878630354016
"GIN",2014,12,60921.42074225418589
"GIN",2014,13,53443.40782037336480
"GIN",2015,11,54771.584534750671974
"GIN",2015,12,30562.5996179156228
"GIN",2015,13,75871.07201891325688
"GIN",2015,14,278589.04954583227149
"GIN",2016,10,42941.473389195728926
"GIN",2016,11,30803.430211897227626
"GIN",2016,12,33751.951539219964242
"GIN",2016,13,29881.91848243877962
"GIN",2017,10,101584.38254396670973
"GIN",2017,11,48133.677197832023104
"GIN",2017,12,38963.972555304197023
"GIN",2017,13,47375.233351464126072
"GIN",2018,10,84775.131044495790475
"GIN",2018,11,86906.22958287724487
"GIN",2018,12,99790.54420972678586
"GIN",2018,13,38855.856098223992362
"GIN",2019,10,80346.23166514424094
"GIN",2019,11,112607.9970614958256
"GIN",2019,12,11669.83169406871990
"GIN",2019,13,22352.536142440315994
"GIN",2020,11,96306.19842753142014
"GIN",2020,12,37828.002840935096096
"GIN",2020,13,22647.67537334348877
"GIN",2020,14,55365.74153825146387
"GIN",2021,10,33169.216882157875972
"GIN",2021,11,11481.67963744743621
"GIN",2021,12,35351.146884022444406
"GIN",2021,13,22239.40836951258834
"GMB",2012,10,12976.266262746669856
"GMB",2012,11,32676.251439379016986
"GMB",2012,12,8062.162161243378426
"GMB",2012,13,931.214499639595842
"GMB",2013,10,9258.985926746189
"GMB",2013,11,17328.67849231428584
"GMB",2013,12,6479.338736244908953
"GMB",2013,13,11684.06926314545297
"GMB",2014,10,4964.69558442314481
"GMB",2014,11,8849.465764010049444
"GMB",2014,12,8571.87224066076326
"GMB",2014,13,1902.99003196957045
"GMB",2015,11,1303.307700367936
"GMB",2015,12,5123.562685671175
"GMB",2015,13,6213.890826936695
"GMB",2015,14,6881.106543756743173
"GMB",2016,10,6344.64987454186088
"GMB",2016,11,5482.825579915717371
"GMB",2016,12,8144.661628271056352
"GMB",2016,13,9402.695823447423563
"GMB",2017,10,11887.085567126775
"GMB",2017,11,10282.139507096091615
"GMB",2017,12,11580.504578808582742
"GMB",2017,13,2420.845859065379
"GMB",2018,10,3394.857627722321
"GMB",2018,11,6496.233789330272
"GMB",2018,12,15756.055372807396748
"GMB",2018,13,4577.191402184341478
"GMB",2019,10,13742.604487979007467
"GMB",2019,11,9249.413910018291396
"GMB",2019,12,1357.01108039112899
"GMB",2019,13,3552.747898609187056
"GMB",2020,11,5177.501868029889
"GMB",2020,12,7092.872751707460107
"GMB",2020,13,4523.937811742809307
"GMB",2020,14,7678.91678687362017
"GMB",2021,10,11723.72885282336515
"GMB",2021,11,2807.6876904493274
"GMB",2021,12,2886.3942722991924
"GMB",2021,13,1662.5841492257007
"GNB",2012,10,63727.95181342746989
"GNB",2012,11,18494.717772756966965
"GNB",2012,12,2218.82363137665185
"GNB",2012,13,2191.992944928040567
"GNB",2013,10,33326.683020372173497
"GNB",2013,11,19666.31255388587222
"GNB",2013,12,25870.3505238112071
"GNB",2013,13,13052.7184274949901
"GNB",2014,10,11579.228043113580266
"GNB",2014,11,17883.923757428626653
"GNB",2014,12,12110.058933967515432
"GNB",2014,13,7458.376104664224598
"GNB",2015,11,11144.54535986510849
"GNB",2015,12,6054.80652742166578
"GNB",2015,13,7955.20069360512108
"GNB",2015,14,18419.85035081771754
"GNB",2016,10,11491.537925318079937
"GNB",2016,11,15650.850644809039797
"GNB",2016,12,28059.198557185857868
"GNB",2016,13,13374.967855163752096
"GNB",2017,10,10426.8435478998016
"GNB",2017,11,12930.78677391883918
"GNB",2017,12,31960.7856572439499
"GNB",2017,13,5799.77770257480854
"GNB",2018,10,23347.348629513078967
"GNB",2018,11,16360.1675436613963
"GNB",2018,12,16505.3047675665676
"GNB",2018,13,3716.244699556409034
"GNB",2019,10,18908.151565775677683
"GNB",2019,11,16382.15775939605422
"GNB",2019,12,2396.79043802538152
"GNB",2019,13,4651.40743728703486
"GNB",2020,11,37765.5917592390853
"GNB",2020,12,22040.27917255804192
"GNB",2020,13,7782.14515247512204
"GNB",2020,14,9160.61042350285926
"GNB",2021,10,12959.441704300742414
"GNB",2021,11,2366.515680603579932
"GNB",2021,12,5640.50487075017976
"GNB",2021,13,1176.866098988246214
"GRC",2012,10,156.59401049142141
"GRC",2012,11,219.251760016590576
"GRC",2014,11,2112.042678568065015
"GRC",2014,12,417.10188049475451
"GRC",2017,11,114.756921999851230
"GRC",2017,12,177.25961960761557
"GTM",2012,10,9595.672698714321505
"GTM",2012,11,6806.624266493696119
"GTM",2012,12,4348.040486753539652
"GTM",2012,13,8314.304578245100155
"GTM",2013,10,11964.935036565734468
"GTM",2013,11,8108.303221041791117
"GTM",2013,12,10484.851040328154382
"GTM",2013,13,12181.459126707219358
"GTM",2014,10,6014.8853842386412
"GTM",2014,11,6854.898146098583738
"GTM",2014,12,9363.856949034447938
"GTM",2014,13,7417.261882203329869
"GTM",2015,11,5596.069099681879657
"GTM",2015,12,6052.119265557966022
"GTM",2015,13,11405.257669154883592
"GTM",2015,14,20723.914911429661547
"GTM",2016,10,3697.194142975450295
"GTM",2016,11,5090.110894552288778
"GTM",2016,12,8791.368642050593316
"GTM",2016,13,26815.266641335496836
"GTM",2017,10,10734.198754111746212
"GTM",2017,11,9093.437419529521749
"GTM",2017,12,7006.041162029306417
"GTM",2017,13,16099.423032079713686
"GTM",2018,10,8059.244373294695552
"GTM",2018,11,7044.631103300191451
"GTM",2018,12,9132.988407315177810
"GTM",2018,13,5107.818098079947452
"GTM",2019,10,11099.903085627489336
"GTM",2019,11,12773.127999138684710
"GTM",2019,12,10741.096217511162087
"GTM",2019,13,8750.254724133525823
"GTM",2020,11,7642.321973099123694
"GTM",2020,12,8051.271013161621663
"GTM",2020,13,10573.250900385314356
"GTM",2020,14,20474.07265147482458
"GTM",2021,10,5224.95135203304164
"GTM",2021,11,7164.336223919897607
"GTM",2021,12,7859.960070120667994
"GTM",2021,13,5170.717339751619362
"GUF",2021,11,40.85696057183111
"GUF",2021,12,95.234245103069650
"GUY",2012,10,191.02688000811384
"GUY",2012,11,68.088594993805
"GUY",2013,10,54.275516375341475
"GUY",2013,11,679.04164317950572
"GUY",2013,12,1399.1187982983517
"GUY",2013,13,529.78577455331187
"GUY",2014,10,995.078189730178003
"GUY",2014,11,1249.32891540626147
"GUY",2014,12,3068.144825587121794
"GUY",2014,13,1926.90437451485908
"GUY",2015,11,557.67003891034015
"GUY",2015,12,543.5381767918245
"GUY",2015,13,1589.6333756042513
"GUY",2015,14,3356.230547519782452
"GUY",2016,10,4291.5824388596490
"GUY",2016,11,9254.793330744207605
"GUY",2016,12,4020.120083611073506
"GUY",2016,13,964.76402866637127
"GUY",2017,13,1140.72590908607029
"GUY",2018,10,3368.44282580937852
"GUY",2018,11,2446.9168533263878
"GUY",2018,12,3736.206234087232376
"GUY",2018,13,1561.2182562248884
"GUY",2019,10,6398.735117184891803
"GUY",2019,11,8297.129834996888338
